example_index,example_id,session_index,dialogue_id,dialogue_turns,api_call_count,session_input_tokens,before_memory_count,after_memory_count,before_memory_tokens,after_memory_tokens,delta_memory_count,delta_memory_tokens,add_event_ids,add_event_statuses,status,error
1,dev_0170,0,13_00103,20,1,345,0,3,0,56,3,56,"[""feb96700-1aca-49a5-83bb-35fd65059669""]","[""SUCCEEDED""]",OK,
1,dev_0170,1,3_00097,10,1,115,3,3,56,56,0,0,"[""668e4919-b324-4d86-b6da-ca47b0ed2b93""]","[""SUCCEEDED""]",OK,
1,dev_0170,2,14_00071,26,2,341,3,9,56,139,6,83,"[""e9ae5b45-cbf5-4f3c-a760-1dd7e57848e0""]","[""SUCCEEDED""]",OK,
1,dev_0170,3,1_00000,12,1,209,9,11,139,181,2,42,"[""ea415a2f-8497-4d99-8804-a6aa8956db07""]","[""SUCCEEDED""]",OK,
1,dev_0170,4,7_00029,8,1,99,11,12,181,195,1,14,"[""7d9d9953-6c2f-41f1-ba15-09b14e902dad""]","[""SUCCEEDED""]",OK,
1,dev_0170,5,4_00045,24,1,374,12,15,195,300,3,105,"[""481ed328-7a94-40fb-9af5-8e5514e645ab""]","[""SUCCEEDED""]",OK,
1,dev_0170,6,9_00116,12,1,171,15,18,300,364,3,64,"[""2164aa19-2ff5-4257-a125-4ca20bce8baf""]","[""SUCCEEDED""]",OK,
1,dev_0220,0,2_00080,20,1,335,0,2,0,51,2,51,"[""7c8c1769-bb80-4da5-9288-c600aa5ea06a""]","[""SUCCEEDED""]",OK,
1,dev_0220,1,1_00021,12,1,197,2,3,51,86,1,35,"[""adbcf214-fc4b-4968-be39-f1292eebe47c""]","[""SUCCEEDED""]",OK,
1,dev_0220,2,19_00043,34,2,439,3,9,86,228,6,142,"[""7fb00f4f-a0cd-4646-a2e2-9fb87dde623f""]","[""SUCCEEDED""]",OK,
1,dev_0220,3,13_00085,26,1,416,9,13,228,320,4,92,"[""8329da4e-5047-4a53-b86e-7cec3b66feee""]","[""SUCCEEDED""]",OK,
1,dev_0220,4,19_00023,22,2,255,13,15,320,377,2,57,"[""f16c06f6-6f45-4533-aa4b-0474d096cd8a""]","[""SUCCEEDED""]",OK,
1,dev_0220,5,2_00062,16,1,297,15,16,377,434,1,57,"[""f4403c2a-b708-40d6-a6b4-99933cc6d57d""]","[""SUCCEEDED""]",OK,
1,dev_0220,6,2_00027,12,1,149,16,17,434,449,1,15,"[""1654c201-8ed7-4fe0-a6ff-4859af6aaa7b""]","[""SUCCEEDED""]",OK,
1,dev_0220,7,1_00054,14,1,215,17,18,449,479,1,30,"[""0fe13319-6dcc-4813-9066-80c099f82337""]","[""SUCCEEDED""]",OK,
1,dev_0279,0,18_00072,26,2,241,0,5,0,70,5,70,"[""84827297-2963-4bb7-9a77-c335b395a994""]","[""SUCCEEDED""]",OK,
1,dev_0279,1,3_00120,4,1,104,5,6,70,116,1,46,"[""10c4ada5-e500-4f0f-ac6a-a396ec204443""]","[""SUCCEEDED""]",OK,
1,dev_0279,2,8_00022,24,2,316,6,8,116,187,2,71,"[""ed42bf54-c874-46d6-a501-dd68582d4fbf""]","[""SUCCEEDED""]",OK,
1,dev_0279,3,12_00103,28,2,231,8,11,187,254,3,67,"[""0b3f08a3-5df7-4738-8472-9971e8aff4b9""]","[""SUCCEEDED""]",OK,
1,dev_0279,4,18_00009,26,2,375,11,16,254,343,5,89,"[""3cf9814c-24e9-457d-9119-1b09721f3965""]","[""SUCCEEDED""]",OK,
1,dev_0279,5,18_00004,42,2,644,16,21,343,486,5,143,"[""7a5808b0-7dc3-4661-bf7d-9f4e1886257d""]","[""SUCCEEDED""]",OK,
1,dev_0279,6,12_00014,30,2,438,21,25,486,613,4,127,"[""206bc3fa-c2a3-4f75-9502-6cab0d7da049""]","[""SUCCEEDED""]",OK,
2,dev_0008,0,8_00097,24,2,376,0,4,0,83,4,83,"[""7d96cb47-26d3-40f7-a255-28890f4d8254""]","[""SUCCEEDED""]",OK,
2,dev_0008,1,9_00037,24,2,348,4,7,83,164,3,81,"[""e23d20cc-1e4d-4229-8cb1-8dec289d77a4""]","[""SUCCEEDED""]",OK,
2,dev_0008,2,9_00042,28,2,429,7,10,164,290,3,126,"[""f556c209-65b1-4b4e-9a6e-e5836410fcab""]","[""SUCCEEDED""]",OK,
2,dev_0008,3,9_00033,24,2,320,10,12,290,329,2,39,"[""ded4abe1-6d81-4670-af05-69d1798c85d2""]","[""SUCCEEDED""]",OK,
2,dev_0008,4,8_00058,26,2,396,12,15,329,391,3,62,"[""e2851de8-e740-49c5-99e5-f04b6ed37df4""]","[""SUCCEEDED""]",OK,
2,dev_0073,0,3_00022,10,0,105,0,2,0,23,2,23,"[""0a842c1b-7708-4704-b7cf-2f46b4894410""]","[""SUCCEEDED""]",OK,
2,dev_0073,1,6_00042,20,1,299,2,3,23,54,1,31,"[""d86c77b8-5e5a-4b6e-9fc9-5ffcbfd054a9""]","[""SUCCEEDED""]",OK,
2,dev_0073,2,8_00041,30,2,622,3,5,54,121,2,67,"[""8ce7f00c-1cf2-409d-836a-cc8bfe4117dd""]","[""SUCCEEDED""]",OK,
2,dev_0073,3,4_00050,20,1,360,5,10,121,229,5,108,"[""24f84130-eb0d-4ec5-a1ca-bc5250ad2991""]","[""SUCCEEDED""]",OK,
2,dev_0073,4,3_00088,6,1,76,10,10,229,229,0,0,"[""5cdbb665-0279-4ceb-92da-682c88d41a48""]","[""SUCCEEDED""]",OK,
2,dev_0073,5,2_00019,10,1,140,10,11,229,253,1,24,"[""3ed1d925-f6a0-4f51-a1a1-aac5e5390f65""]","[""SUCCEEDED""]",OK,
2,dev_0073,6,15_00110,20,2,307,11,13,253,329,2,76,"[""901184b4-d328-47dd-86d1-480a351ffa77""]","[""SUCCEEDED""]",OK,
2,dev_0073,7,15_00017,26,3,520,13,17,329,463,4,134,"[""89edab41-c69c-4b21-b1fe-2bf06b82a970""]","[""SUCCEEDED""]",OK,
2,dev_0073,8,2_00089,22,1,308,17,20,463,522,3,59,"[""78c14ea2-b5e9-48e1-bd55-b7cad95450af""]","[""SUCCEEDED""]",OK,
2,dev_0119,0,7_00034,24,1,414,0,1,0,59,1,59,"[""6477f665-1bd8-4860-82f7-7af647807362""]","[""SUCCEEDED""]",OK,
2,dev_0119,1,10_00066,18,1,333,1,5,59,116,4,57,"[""f0e8f9b5-d347-41ce-b243-a210d0b39a43""]","[""SUCCEEDED""]",OK,
2,dev_0119,2,19_00071,30,2,516,5,10,116,226,5,110,"[""deec6e0c-5f30-44e9-98c2-c96222cd09b9""]","[""SUCCEEDED""]",OK,
2,dev_0119,3,20_00063,14,3,224,10,13,226,279,3,53,"[""4c9aad1a-9186-4ad9-bff1-df8bd11c70f1""]","[""SUCCEEDED""]",OK,
2,dev_0119,4,17_00096,32,4,548,13,20,279,428,7,149,"[""c7a8ae27-7252-4ad9-9727-4f0712cfa1ff""]","[""SUCCEEDED""]",OK,
2,dev_0119,5,5_00036,16,1,238,20,23,428,513,3,85,"[""b79e3bbb-2c20-4ccb-b38f-1d538bd70265""]","[""SUCCEEDED""]",OK,
2,dev_0119,6,5_00050,8,1,210,23,23,513,539,0,26,"[""ee8ec87e-1e81-430b-b269-bdbd423e2c83""]","[""SUCCEEDED""]",OK,
2,dev_0119,7,6_00095,14,1,138,23,23,539,539,0,0,"[""ed8a0e2c-a5b2-46e8-9b7b-007c44dbd406""]","[""SUCCEEDED""]",OK,
2,dev_0119,8,1_00103,18,1,316,23,25,539,580,2,41,"[""5c7dfe61-6421-43af-8e60-0cb1e5d52637""]","[""SUCCEEDED""]",OK,
2,dev_0171,0,20_00108,18,2,328,0,3,0,49,3,49,"[""0c47d2fa-00af-4b8f-a0bd-6a42240ba812""]","[""SUCCEEDED""]",OK,
2,dev_0171,1,6_00037,20,1,261,3,5,49,91,2,42,"[""737559d2-689e-47f5-9b35-898021dacb99""]","[""SUCCEEDED""]",OK,
2,dev_0171,2,6_00105,18,1,230,5,6,91,118,1,27,"[""e6ec17b4-6323-44cf-ab96-e702eac0f642""]","[""SUCCEEDED""]",OK,
2,dev_0171,3,17_00042,16,3,129,6,8,118,145,2,27,"[""52a35e81-d056-4cbc-996f-cdb9ecf777ef""]","[""SUCCEEDED""]",OK,
2,dev_0171,4,12_00085,24,2,374,8,13,145,228,5,83,"[""88639abf-73a8-458c-8b9f-a298b9ec8b68""]","[""SUCCEEDED""]",OK,
2,dev_0171,5,6_00115,20,1,245,13,18,228,312,5,84,"[""557e80be-479d-4f91-ac10-d020e3d9645c""]","[""SUCCEEDED""]",OK,
2,dev_0221,0,13_00087,20,1,380,0,3,0,56,3,56,"[""d0804e57-4de9-43ee-8f0d-492989ad58c4""]","[""SUCCEEDED""]",OK,
2,dev_0221,1,12_00024,26,2,373,3,9,56,193,6,137,"[""1eb93f84-c50f-49f0-99b7-e0cd2c7e0592""]","[""SUCCEEDED""]",OK,
2,dev_0221,2,11_00022,16,2,238,9,13,193,253,4,60,"[""5c3f3071-b8cb-4481-aa18-e2c9dff5ff34""]","[""SUCCEEDED""]",OK,
2,dev_0221,3,19_00028,20,2,443,13,15,253,307,2,54,"[""4ac5a1d8-39dd-4b78-9f46-a24d7d9323b5""]","[""SUCCEEDED""]",OK,
2,dev_0221,4,12_00009,32,2,508,15,17,307,381,2,74,"[""84cad0d7-eabc-4963-a3f6-c1520981bc3a""]","[""SUCCEEDED""]",OK,
2,dev_0221,5,1_00031,14,1,237,17,19,381,469,2,88,"[""c87f37d7-44c9-4b78-8f5c-d576559b7dbe""]","[""SUCCEEDED""]",OK,
2,dev_0221,6,18_00125,20,2,302,19,21,469,553,2,84,"[""e37ef953-20ac-4c40-87a2-545bfa237830""]","[""SUCCEEDED""]",OK,
2,dev_0221,7,16_00016,28,3,519,21,21,553,566,0,13,"[""3d4f9ed0-37b1-4b17-95f0-eccb58ee7992""]","[""SUCCEEDED""]",OK,
2,dev_0221,8,11_00032,16,2,270,21,22,566,597,1,31,"[""5675d26c-ec67-4f0e-b88c-6cfecc41a988""]","[""SUCCEEDED""]",OK,
2,dev_0221,9,5_00081,8,0,82,22,24,597,610,2,13,"[""7630c328-12d9-45e3-9404-afc821d5c597""]","[""SUCCEEDED""]",OK,
2,dev_0280,0,7_00005,10,1,130,0,1,0,50,1,50,"[""4f361809-874a-4338-bd1b-1959d8309510""]","[""SUCCEEDED""]",OK,
2,dev_0280,1,8_00036,24,2,374,1,4,50,132,3,82,"[""785c67ab-2ecb-480d-8478-54da0724d975""]","[""SUCCEEDED""]",OK,
2,dev_0280,2,3_00122,12,1,225,4,6,132,236,2,104,"[""f3ed7896-e628-4db8-a8bb-3d96e70b4896""]","[""SUCCEEDED""]",OK,
2,dev_0280,3,5_00007,16,1,201,6,8,236,273,2,37,"[""6ca1cdfa-fd41-44d6-a28e-310e1fdc6645""]","[""SUCCEEDED""]",OK,
2,dev_0280,4,12_00035,24,2,395,8,11,273,364,3,91,"[""9d83c37f-3b93-4119-a973-be86dbf3ad03""]","[""SUCCEEDED""]",OK,
2,dev_0280,5,16_00032,34,3,615,11,14,364,473,3,109,"[""33ebf467-7571-4c8b-8617-ec2fe4b03118""]","[""SUCCEEDED""]",OK,
2,dev_0280,6,11_00092,26,1,309,14,17,473,528,3,55,"[""8f7ffc7a-e692-4d96-a3d8-183f0e3ea2d2""]","[""SUCCEEDED""]",OK,
2,dev_0280,7,17_00018,18,3,226,17,21,528,590,4,62,"[""a29526aa-f535-4a1d-ba24-f21e82031b1f""]","[""SUCCEEDED""]",OK,
3,dev_0009,0,9_00040,24,2,295,0,6,0,77,6,77,"[""fe083217-0032-4954-931c-da04e21814ee""]","[""SUCCEEDED""]",OK,
3,dev_0009,1,13_00014,14,2,245,6,8,77,125,2,48,"[""3d005488-a7ca-4995-80b0-9e7b65104827""]","[""SUCCEEDED""]",OK,
3,dev_0009,2,17_00074,40,4,663,8,13,125,254,5,129,"[""be9375de-3583-4e03-9c1e-d5100af8a5c7""]","[""SUCCEEDED""]",OK,
3,dev_0009,3,9_00041,22,2,278,13,15,254,296,2,42,"[""b111597a-2c2a-4b9d-84fb-2230fbd11782""]","[""SUCCEEDED""]",OK,
3,dev_0009,4,17_00092,30,4,510,15,21,296,398,6,102,"[""a691b9aa-0bd6-4ae1-b44a-b0ed7b4aee8c""]","[""SUCCEEDED""]",OK,
3,dev_0009,5,9_00029,16,2,372,21,23,398,456,2,58,"[""3b3d56bd-3f15-48d2-a509-5111346b88af""]","[""SUCCEEDED""]",OK,
3,dev_0074,0,10_00005,18,2,180,0,2,0,40,2,40,"[""ad3bde8e-7dd6-4e37-aaef-d27a880eb04c""]","[""SUCCEEDED""]",OK,
3,dev_0074,1,18_00079,18,2,169,2,5,40,104,3,64,"[""3cf34346-ff34-41cb-ab06-b18abc8d388e""]","[""SUCCEEDED""]",OK,
3,dev_0074,2,11_00006,18,2,172,5,5,104,139,0,35,"[""32aac54d-f5b1-4d99-ad32-2e2d889e9349""]","[""SUCCEEDED""]",OK,
3,dev_0074,3,8_00116,22,2,309,5,8,139,194,3,55,"[""ec01e4a4-3279-437f-b0d1-c5bc07dd6236""]","[""SUCCEEDED""]",OK,
3,dev_0074,4,8_00045,28,2,718,8,10,194,275,2,81,"[""ecdf6501-4fe5-44d3-92a6-ede983bec3c8""]","[""SUCCEEDED""]",OK,
3,dev_0074,5,7_00048,14,1,192,10,12,275,333,2,58,"[""d5ff4ffd-c3cc-4e24-af57-b2f0b14ddefc""]","[""SUCCEEDED""]",OK,
3,dev_0120,0,12_00032,30,2,359,0,3,0,101,3,101,"[""b419bfdb-1824-46bf-b6c2-2c67d19e19e2""]","[""SUCCEEDED""]",OK,
3,dev_0120,1,13_00089,26,1,344,3,5,101,172,2,71,"[""68bd311f-cd4c-4d43-a0e2-b6019861a5d5""]","[""SUCCEEDED""]",OK,
3,dev_0120,2,11_00009,16,2,197,5,7,172,206,2,34,"[""14b12dcf-d02e-4c17-b94e-58672b2a8ab7""]","[""SUCCEEDED""]",OK,
3,dev_0120,3,3_00049,32,0,372,7,11,206,261,4,55,"[""660d0fd8-1d8a-4934-b267-669f3e9dc995""]","[""SUCCEEDED""]",OK,
3,dev_0120,4,13_00110,24,1,333,11,13,261,321,2,60,"[""f1b9079b-5175-45ab-8e8c-a205c89f713a""]","[""SUCCEEDED""]",OK,
3,dev_0172,0,13_00074,30,3,420,0,4,0,96,4,96,"[""44fe3d38-e87c-482e-a421-8d5686af1f5d""]","[""SUCCEEDED""]",OK,
3,dev_0172,1,9_00097,12,1,266,4,9,96,148,5,52,"[""9bb81696-010a-4144-ae99-df84df5e4964""]","[""SUCCEEDED""]",OK,
3,dev_0172,2,17_00022,18,3,330,9,13,148,215,4,67,"[""f6bb1b55-29f8-461a-b4ea-365ec7d659a0""]","[""SUCCEEDED""]",OK,
3,dev_0172,3,12_00048,28,2,364,13,15,215,292,2,77,"[""a07f035e-0806-43df-8004-06d314a7a251""]","[""SUCCEEDED""]",OK,
3,dev_0172,4,18_00013,28,2,308,15,19,292,394,4,102,"[""8a46a817-c88d-461f-8173-8b3ca69ba671""]","[""SUCCEEDED""]",OK,
3,dev_0172,5,13_00100,28,1,408,19,21,394,491,2,97,"[""35094c0f-7e60-4154-856a-d346b78e8e52""]","[""SUCCEEDED""]",OK,
3,dev_0222,0,9_00044,24,2,243,0,3,0,34,3,34,"[""3bffaf26-efe5-4128-b064-12b0a26edd5d""]","[""SUCCEEDED""]",OK,
3,dev_0222,1,19_00098,20,2,342,3,6,34,105,3,71,"[""7c93323a-e501-40a7-b116-7c7b38c087f7""]","[""SUCCEEDED""]",OK,
3,dev_0222,2,20_00026,24,3,470,6,7,105,196,1,91,"[""5d28f19f-2b24-4ddb-bb5f-2c483635188e""]","[""SUCCEEDED""]",OK,
3,dev_0222,3,16_00105,26,2,368,7,10,196,267,3,71,"[""6173cbc7-8330-47fb-973a-55bc2015f943""]","[""SUCCEEDED""]",OK,
3,dev_0222,4,6_00120,8,1,116,10,11,267,290,1,23,"[""924287d6-59ef-4247-8011-d31a78e250dc""]","[""SUCCEEDED""]",OK,
3,dev_0281,0,10_00045,18,2,245,0,2,0,18,2,18,"[""41c201f9-1ed1-49b9-baa0-af4ae31b8572""]","[""SUCCEEDED""]",OK,
3,dev_0281,1,17_00081,28,4,493,2,7,18,100,5,82,"[""060dbb0d-0e29-4598-8ed0-8bbaf9fe3683""]","[""SUCCEEDED""]",OK,
3,dev_0281,2,19_00102,24,2,304,7,12,100,166,5,66,"[""d6997dfb-a5dd-4b9a-8f65-15f9fec380e6""]","[""SUCCEEDED""]",OK,
3,dev_0281,3,15_00123,20,3,342,12,15,166,258,3,92,"[""5b1bc491-4680-40db-ba43-1f99cdabd049""]","[""SUCCEEDED""]",OK,
3,dev_0281,4,4_00087,24,1,362,15,16,258,322,1,64,"[""663686cb-39ef-4dfc-9968-3ce152fd2fc9""]","[""SUCCEEDED""]",OK,
