method,example_index,example_id,sessions,ok_sessions,failed_sessions,llm_call_count,llm_input_tokens,llm_output_tokens,llm_total_tokens,embedding_call_count,embedding_input_tokens,embedding_total_tokens,raw_session_input_tokens,extracted_memory_count,final_stored_memory_count,final_stored_memory_content_tokens,final_stored_memory_serialized_tokens,elapsed_seconds,status
mem0,56,dev_0083,7,7,0,14,22699,4660,27359,46,422,422,2280,43,35,318,4004,94.15703177452087,OK
mem0,57,dev_0084,7,7,0,14,23121,6118,29239,62,468,468,2431,46,46,333,5021,123.00318837165833,OK
mem0,58,dev_0085,7,7,0,14,22560,4463,27023,38,328,328,2181,33,30,263,3408,87.737300157547,OK
mem0,59,dev_0086,8,8,0,16,25574,5636,31210,45,351,351,2152,44,44,344,4825,110.12141418457031,OK
mem0,60,dev_0087,10,10,0,20,32946,7713,40659,55,479,479,3189,54,52,462,5861,151.08617401123047,OK
mem0,61,dev_0088,9,9,0,18,28542,5541,34083,42,365,365,2388,37,37,333,4114,109.97059273719788,OK
mem0,62,dev_0089,8,8,0,16,25510,6488,31998,56,373,373,2018,52,51,338,5570,131.92614269256592,OK
mem0,63,dev_0090,8,8,0,16,26822,6521,33343,53,524,524,2923,47,43,414,4897,131.56437158584595,OK
mem0,64,dev_0091,8,8,0,16,25794,6607,32401,53,426,426,2075,52,52,424,5770,123.92255783081055,OK
mem0,65,dev_0092,7,7,0,14,21926,4327,26253,38,297,297,1699,35,29,233,3285,81.11869430541992,OK
mem0,66,dev_0093,6,6,0,12,19151,3408,22559,32,275,275,1914,33,26,218,2932,65.13220000267029,OK
mem0,67,dev_0094,9,9,0,18,29109,6434,35543,53,485,485,2667,49,41,394,4735,119.22609639167786,OK
mem0,68,dev_0095,5,5,0,10,16399,3653,20052,31,324,324,1656,30,27,267,3114,103.4707338809967,OK
mem0,69,dev_0096,6,6,0,12,19076,4211,23287,35,267,267,1662,33,33,255,3649,121.53466439247131,OK
mem0,70,dev_0097,10,10,0,20,31834,7012,38846,51,397,397,2498,50,49,384,5402,202.5553686618805,OK
mem0,71,dev_0098,5,5,0,10,15877,2836,18713,29,282,282,1494,26,25,248,2822,82.76171898841858,OK
mem0,72,dev_0099,9,9,0,18,30072,7086,37158,53,480,480,3119,50,47,442,5317,203.37459993362427,OK
mem0,73,dev_0100,5,5,0,10,15644,2714,18358,23,207,207,1410,23,22,201,2484,79.76598906517029,OK
mem0,74,dev_0102,10,10,0,20,31553,6462,38015,48,447,447,2480,47,44,411,4936,185.73274660110474,OK
mem0,75,dev_0103,9,9,0,18,29274,6196,35470,48,491,491,2830,49,44,457,4988,177.59427762031555,OK
mem0,76,dev_0104,6,6,0,12,19352,4546,23898,42,338,338,1786,41,39,315,4373,133.84522485733032,OK
mem0,77,dev_0105,9,9,0,18,28302,5776,34078,42,403,403,2229,40,39,351,4401,168.39548993110657,OK
mem0,78,dev_0107,8,8,0,16,26482,6540,33022,56,568,568,2586,51,45,434,5147,189.90753984451294,OK
mem0,79,dev_0108,9,9,0,18,28990,6348,35338,51,423,423,2693,50,47,400,5238,184.6483292579651,OK
mem0,80,dev_0109,10,10,0,20,33608,8897,42505,73,585,585,3593,71,64,515,7198,259.0670471191406,OK
mem0,81,dev_0110,9,9,0,18,28214,6130,34344,52,392,392,2043,50,48,368,5290,174.69014739990234,OK
mem0,82,dev_0111,10,10,0,20,30923,5603,36526,43,334,334,2328,40,38,314,4220,149.50047755241394,OK
mem0,83,dev_0112,7,7,0,14,22230,4635,26865,39,354,354,1902,38,37,340,4154,116.72339820861816,OK
mem0,84,dev_0113,7,7,0,14,22319,4488,26807,37,294,294,2067,36,36,280,3929,100.48552989959717,OK
mem0,85,dev_0114,6,6,0,12,18224,2565,20789,25,233,233,1361,19,19,193,2139,73.75459456443787,OK
mem0,86,dev_0115,5,5,0,10,16005,3024,19029,26,217,217,1561,25,24,205,2681,87.03966212272644,OK
mem0,87,dev_0116,7,7,0,14,21976,5111,27087,45,331,331,1567,45,42,319,4666,150.05830478668213,OK
mem0,88,dev_0117,7,7,0,14,22550,4852,27402,44,340,340,2206,42,40,306,4438,142.4258532524109,OK
mem0,89,dev_0118,10,10,0,20,32582,7492,40074,60,530,530,2998,57,55,491,6133,217.13397789001465,OK
mem0,90,dev_0119,9,9,0,18,29004,5541,34545,41,358,358,2937,41,41,358,4542,159.53821778297424,OK
mem0,91,dev_0120,5,5,0,10,16426,3374,19800,38,357,357,1605,24,21,240,2428,100.49234986305237,OK
mem0,92,dev_0122,5,5,0,10,16267,3723,19990,36,276,276,1673,36,36,276,3954,107.89877653121948,OK
mem0,93,dev_0124,6,6,0,12,19141,4231,23372,40,323,323,1717,40,40,323,4408,123.4177725315094,OK
mem0,94,dev_0126,10,10,0,20,33681,8394,42075,60,526,526,3575,60,56,499,6300,242.08835792541504,OK
mem0,95,dev_0127,5,5,0,10,16969,3321,20290,34,313,313,2385,40,22,227,2523,98.02414345741272,OK
mem0,96,dev_0128,8,8,0,16,26301,6344,32645,49,455,455,2573,49,47,439,5273,183.62287831306458,OK
mem0,97,dev_0130,6,6,0,12,18513,3004,21517,32,285,285,1467,26,26,235,2896,89.53694701194763,OK
mem0,98,dev_0131,8,8,0,16,26295,6461,32756,51,458,458,2377,48,43,407,4914,188.44581151008606,OK
mem0,99,dev_0132,10,10,0,20,32362,7727,40089,56,495,495,2879,55,54,482,5999,222.88330698013306,OK
mem0,100,dev_0133,7,7,0,14,22258,4473,26731,37,301,301,1900,34,34,285,3758,123.5366940498352,OK
mem0,101,dev_0134,8,8,0,16,25476,5243,30719,38,335,335,2124,38,38,335,4218,138.4409327507019,OK
mem0,102,dev_0135,6,6,0,12,19289,3547,22836,41,396,396,1950,34,32,291,3603,74.78240060806274,OK
mem0,103,dev_0136,10,10,0,20,31811,7170,38981,56,445,445,2557,54,50,393,5591,142.2917366027832,OK
mem0,104,dev_0137,9,9,0,18,29350,7167,36517,56,471,471,2641,54,51,433,5673,142.39235091209412,OK
mem0,105,dev_0138,6,6,0,12,19389,3816,23205,35,342,342,1975,35,34,327,3819,76.22818160057068,OK
mem0,106,dev_0139,7,7,0,14,22555,4697,27252,42,377,377,2238,40,38,350,4269,92.6808021068573,OK
mem0,107,dev_0140,9,9,0,18,28598,5852,34450,46,493,493,2458,44,40,419,4581,114.57749223709106,OK
mem0,108,dev_0142,10,10,0,20,31696,7054,38750,63,533,533,2415,50,44,370,5001,140.19168305397034,OK
mem0,109,dev_0143,9,9,0,18,28659,5943,34602,49,415,415,2527,50,44,392,4940,117.13581442832947,OK
mem0,110,dev_0144,8,8,0,16,25802,6042,31844,53,457,457,2282,46,44,376,4958,119.31588578224182,OK
mem0,111,dev_0145,10,10,0,20,31699,6971,38670,52,442,442,2461,51,48,419,5371,137.18239307403564,OK
mem0,112,dev_0146,5,5,0,10,16832,3819,20651,41,345,345,2026,39,35,286,3950,78.11181640625,OK
mem0,113,dev_0147,10,10,0,20,32105,6941,39046,51,425,425,2907,48,47,405,5239,137.6050112247467,OK
mem0,114,dev_0148,7,7,0,14,22326,4716,27042,37,320,320,1934,37,37,320,4149,93.91003751754761,OK
mem0,115,dev_0149,10,10,0,20,32444,7813,40257,60,437,437,2901,57,54,407,6040,154.63000988960266,OK
mem0,116,dev_0150,10,10,0,20,31097,5852,36949,45,336,336,2490,45,42,319,4665,110.25720453262329,OK
mem0,117,dev_0152,10,10,0,20,31212,6269,37481,44,330,330,2285,43,43,325,4741,116.1110954284668,OK
mem0,118,dev_0153,7,7,0,14,22685,5152,27837,42,371,371,2089,42,42,371,4651,97.03785681724548,OK
mem0,119,dev_0154,7,7,0,14,22813,5103,27916,46,328,328,2325,46,40,286,4450,146.45468640327454,OK
mem0,120,dev_0155,10,10,0,20,32654,7615,40269,60,520,520,3146,59,54,466,6049,219.72326731681824,OK
mem0,121,dev_0156,9,9,0,18,28597,6608,35205,56,444,444,2298,56,52,427,5800,191.80871200561523,OK
mem0,122,dev_0158,7,7,0,14,21462,4012,25474,31,239,239,1524,31,31,239,3426,116.94479322433472,OK
mem0,123,dev_0160,6,6,0,12,18258,2971,21229,30,210,210,1291,27,26,192,2861,86.78739142417908,OK
mem0,124,dev_0161,6,6,0,12,18635,3348,21983,30,243,243,1462,29,27,215,3030,98.51738595962524,OK
mem0,125,dev_0162,10,10,0,20,32037,6962,38999,49,417,417,2754,49,49,417,5459,200.2283182144165,OK
mem0,126,dev_0163,8,8,0,16,26825,7002,33827,60,508,508,2774,55,52,454,5841,204.60718369483948,OK
mem0,127,dev_0164,5,5,0,10,15689,2433,18122,22,215,215,1452,19,19,191,2152,72.05977773666382,OK
mem0,128,dev_0165,7,7,0,14,23041,5121,28162,42,401,401,2400,40,39,374,4346,152.28072023391724,OK
mem0,129,dev_0166,8,8,0,16,25495,5085,30580,51,434,434,2267,36,32,303,3642,149.68382382392883,OK
mem0,130,dev_0168,5,5,0,10,16652,3655,20307,35,314,314,1965,35,35,314,3890,107.18753790855408,OK
mem0,131,dev_0169,6,6,0,12,19721,4325,24046,37,330,330,2053,36,31,271,3525,127.21544623374939,OK
mem0,132,dev_0170,7,7,0,13,19896,3702,23598,30,259,259,1654,29,29,246,3210,108.14104413986206,OK
mem0,133,dev_0171,6,6,0,12,18572,3146,21718,41,262,262,1567,36,27,185,3080,95.09677386283875,OK
mem0,134,dev_0172,6,6,0,12,19874,4672,24546,38,313,313,2096,36,35,298,3912,135.49805998802185,OK
mem0,135,dev_0173,5,5,0,10,15068,2269,17337,21,168,168,1025,21,21,168,2324,62.901512145996094,OK
mem0,136,dev_0174,7,7,0,14,22496,4618,27114,37,348,348,2158,35,34,327,3810,131.745530128479,OK
mem0,137,dev_0175,8,8,0,16,26142,7304,33446,59,495,495,2154,58,58,486,6454,210.54375338554382,OK
mem0,138,dev_0176,8,8,0,16,26531,7167,33698,55,471,471,2476,52,49,440,5530,206.23585677146912,OK
mem0,139,dev_0177,8,8,0,16,25433,5187,30620,39,365,365,2207,38,38,359,4266,149.75602912902832,OK
mem0,140,dev_0178,9,9,0,18,28706,5956,34662,45,395,395,2575,44,43,381,4792,172.73937940597534,OK
mem0,141,dev_0179,10,10,0,20,32132,7192,39324,57,473,473,2805,57,50,431,5693,207.70614099502563,OK
mem0,142,dev_0180,5,5,0,10,16254,3396,19650,28,251,251,1640,28,28,251,3133,98.29900121688843,OK
mem0,143,dev_0181,7,7,0,14,22790,5236,28026,44,412,412,2088,42,35,336,3967,153.6768844127655,OK
mem0,144,dev_0182,6,6,0,12,19695,4207,23902,32,296,296,1994,31,31,294,3474,123.77467441558838,OK
mem0,145,dev_0183,8,8,0,16,25375,4784,30159,38,290,290,2290,37,36,280,3997,139.23545169830322,OK
mem0,146,dev_0184,9,9,0,18,28308,5686,33994,44,423,423,2226,41,40,387,4504,165.57653164863586,OK
mem0,147,dev_0186,6,6,0,12,19499,4405,23904,37,361,361,1850,36,36,330,4018,128.43301582336426,OK
mem0,148,dev_0187,7,7,0,14,22688,4885,27573,41,360,360,2224,41,40,355,4438,141.1580092906952,OK
mem0,149,dev_0189,5,5,0,10,15892,3133,19025,27,246,246,1423,26,26,237,2883,91.53163576126099,OK
mem0,150,dev_0190,9,9,0,18,30153,7973,38126,56,558,558,2905,51,48,480,5454,220.84602761268616,OK
mem0,151,dev_0192,8,8,0,16,25695,5511,31206,42,371,371,2340,39,39,342,4308,144.2825744152069,OK
mem0,152,dev_0193,8,8,0,16,26851,6647,33498,52,428,428,2845,51,51,423,5626,152.15614247322083,OK
mem0,153,dev_0194,7,7,0,14,22017,4055,26072,36,316,316,1997,36,35,313,3895,116.10932302474976,OK
mem0,154,dev_0195,9,9,0,18,29433,6861,36294,50,480,480,2772,50,49,469,5501,198.92929553985596,OK
mem0,155,dev_0196,7,7,0,14,23095,5716,28811,47,397,397,2353,46,42,350,4766,165.43662118911743,OK
mem0,156,dev_0197,5,5,0,10,16037,2635,18672,24,262,262,1681,23,22,237,2493,76.69407773017883,OK
mem0,157,dev_0198,5,5,0,10,16269,3098,19367,32,298,298,1777,31,26,235,2937,91.58442735671997,OK
mem0,158,dev_0199,8,8,0,16,25450,5805,31255,43,347,347,2024,43,42,335,4649,165.87167191505432,OK
mem0,159,dev_0200,8,8,0,16,25244,5389,30633,46,366,366,1982,46,44,343,4888,158.30773091316223,OK
mem0,160,dev_0201,10,10,0,20,33273,8074,41347,61,540,540,3444,61,58,510,6494,232.61281633377075,OK
mem0,161,dev_0202,7,7,0,14,23545,6043,29588,57,549,549,2591,54,42,394,4742,177.0244197845459,OK
mem0,162,dev_0203,6,6,0,12,19830,4186,24016,33,335,335,2069,33,31,314,3539,122.16960430145264,OK
mem0,163,dev_0204,8,8,0,16,24819,3941,28760,33,302,302,2099,33,32,296,3563,115.74519515037537,OK
mem0,164,dev_0205,10,10,0,20,33785,9216,43001,68,654,654,3384,66,66,617,7383,266.5287296772003,OK
mem0,165,dev_0206,6,6,0,12,19841,4826,24667,45,350,350,2078,45,43,326,4740,141.75597214698792,OK
mem0,166,dev_0207,8,8,0,16,25843,5199,31042,39,329,329,2466,38,37,306,4119,150.81470274925232,OK
mem0,167,dev_0210,9,9,0,18,30079,7714,37793,58,588,588,3079,55,54,556,6088,208.86066699028015,OK
mem0,168,dev_0211,8,8,0,16,26990,6682,33672,53,500,500,2999,49,48,462,5386,167.41904830932617,OK
mem0,169,dev_0212,10,10,0,20,32146,6626,38772,44,442,442,2803,41,41,422,4634,142.14044618606567,OK
mem0,170,dev_0213,7,7,0,14,22055,3561,25616,27,265,265,1959,26,22,229,2546,100.91810512542725,OK
mem0,171,dev_0214,7,7,0,14,23072,5535,28607,46,364,364,2277,45,45,347,4940,160.75869393348694,OK
mem0,172,dev_0215,6,6,0,12,19382,4248,23630,37,315,315,1770,35,33,288,3694,123.08494138717651,OK
mem0,173,dev_0216,7,7,0,14,22330,5326,27656,42,357,357,1792,42,42,357,4646,153.10985469818115,OK
mem0,174,dev_0217,10,10,0,20,32526,8101,40627,60,558,558,2785,59,55,508,6178,232.48312735557556,OK
mem0,175,dev_0218,8,8,0,16,26358,5742,32100,45,398,398,2915,45,45,398,5006,167.43199706077576,OK
mem0,176,dev_0219,10,10,0,19,31245,7721,38966,60,554,554,3222,58,53,474,5987,221.34126114845276,OK
mem0,177,dev_0220,8,8,0,16,26188,6577,32765,48,448,448,2303,47,46,432,5133,191.9127070903778,OK
mem0,178,dev_0221,10,10,0,20,32899,7379,40278,57,526,526,3352,55,51,442,5731,215.08158922195435,OK
mem0,179,dev_0222,5,5,0,10,15698,2669,18367,29,203,203,1539,28,27,193,2971,78.67895603179932,OK
mem0,180,dev_0223,8,8,0,16,25467,5585,31052,43,385,385,2119,39,38,320,4227,162.14711213111877,OK
mem0,181,dev_0224,5,5,0,10,17126,4099,21225,39,387,387,2081,35,34,362,3873,120.21773266792297,OK
mem0,182,dev_0226,8,8,0,16,25517,5473,30990,42,391,391,2180,42,41,384,4572,158.95262718200684,OK
mem0,183,dev_0227,6,6,0,12,19528,3582,23110,30,324,324,2103,28,28,287,3136,103.73256516456604,OK
mem0,184,dev_0228,5,5,0,10,14957,2219,17176,22,164,164,1017,22,22,164,2439,62.806824684143066,OK
mem0,185,dev_0230,10,10,0,20,32911,8376,41287,59,538,538,2956,59,59,538,6560,219.7740638256073,OK
mem0,186,dev_0231,6,6,0,12,19532,4593,24125,42,326,326,1859,42,40,313,4455,110.26524114608765,OK
mem0,187,dev_0233,6,6,0,12,19484,4227,23711,41,345,345,1887,39,35,303,3959,121.57908177375793,OK
mem0,188,dev_0234,6,6,0,12,19725,4440,24165,37,325,325,1995,37,37,325,4098,130.42645120620728,OK
mem0,189,dev_0236,8,8,0,16,25533,5117,30650,39,400,400,2294,38,38,382,4255,148.3656132221222,OK
mem0,190,dev_0238,7,7,0,14,22469,5122,27591,47,375,375,2001,44,39,327,4397,148.68849420547485,OK
mem0,191,dev_0239,7,7,0,14,22723,5238,27961,42,350,350,2123,41,40,324,4440,150.98334312438965,OK
mem0,192,dev_0240,9,9,0,18,29769,7099,36868,54,509,509,2978,50,48,450,5425,206.6557583808899,OK
mem0,193,dev_0241,10,10,0,20,32480,7909,40389,61,490,490,2976,60,58,451,6434,226.92739510536194,OK
mem0,194,dev_0242,10,10,0,20,32629,8282,40911,67,481,481,2889,67,62,440,6875,242.36378383636475,OK
mem0,195,dev_0243,7,7,0,14,22798,5180,27978,44,370,370,2146,42,42,357,4656,151.38236284255981,OK
mem0,196,dev_0244,10,10,0,20,32451,7198,39649,59,453,453,3105,56,54,418,5985,209.45538520812988,OK
mem0,197,dev_0246,9,9,0,18,30572,7666,38238,68,578,578,3528,67,52,426,5812,224.98581767082214,OK
mem0,198,dev_0247,9,9,0,18,27659,4899,32558,34,291,291,1906,32,30,249,3336,141.25120091438293,OK
mem0,199,dev_0249,9,9,0,18,30108,7844,37952,59,550,550,2936,56,53,514,6005,218.80541110038757,OK
mem0,200,dev_0250,9,9,0,18,29024,5878,34902,47,454,454,2699,45,43,424,4882,154.70519638061523,OK
mem0,201,dev_0251,7,7,0,14,22529,4750,27279,39,321,321,2126,39,39,321,4290,110.65744161605835,OK
mem0,202,dev_0252,9,9,0,18,28644,6391,35035,54,431,431,2437,50,50,412,5524,135.15578961372375,OK
mem0,203,dev_0254,7,7,0,14,22465,4474,26939,33,321,321,2129,32,32,318,3596,126.5158519744873,OK
mem0,204,dev_0255,5,5,0,10,15264,2523,17787,27,203,203,1162,24,21,155,2379,74.65938973426819,OK
mem0,205,dev_0256,9,9,0,18,29504,6457,35961,48,435,435,2952,48,46,420,5165,186.28519010543823,OK
mem0,206,dev_0258,9,9,0,18,30176,7564,37740,56,554,554,3123,55,51,497,5738,218.98054361343384,OK
mem0,207,dev_0260,8,8,0,16,27037,6736,33773,53,527,527,2916,50,48,472,5391,194.419903755188,OK
mem0,208,dev_0261,6,6,0,12,18326,3129,21455,30,206,206,1384,33,26,183,2845,92.56024980545044,OK
mem0,209,dev_0262,7,7,0,14,21697,3838,25535,32,260,260,1748,31,29,236,3231,110.91372919082642,OK
mem0,210,dev_0266,9,9,0,18,30650,7474,38124,54,489,489,3645,54,53,477,5923,214.63762664794922,OK
mem0,211,dev_0267,8,8,0,16,26385,6799,33184,58,525,525,2570,58,57,518,6358,197.8836944103241,OK
mem0,212,dev_0268,7,7,0,14,21736,3849,25585,29,228,228,1740,29,29,228,3197,112.6788079738617,OK
mem0,213,dev_0270,6,6,0,12,19553,4121,23674,41,374,374,2095,39,35,336,3982,121.50696396827698,OK
mem0,214,dev_0271,10,10,0,20,30793,6284,37077,50,420,420,1984,48,47,401,5243,183.8719663619995,OK
mem0,215,dev_0272,6,6,0,12,19040,3534,22574,28,264,264,1738,26,26,243,2893,102.86889672279358,OK
mem0,216,dev_0273,5,5,0,10,15626,2766,18392,30,249,249,1510,24,24,189,2663,81.63656234741211,OK
mem0,217,dev_0274,7,7,0,14,21806,3337,25143,25,260,260,1808,24,23,246,2605,96.80464386940002,OK
mem0,218,dev_0276,8,8,0,16,27007,6386,33393,52,509,509,3166,49,43,415,4820,179.15112376213074,OK
mem0,219,dev_0277,9,9,0,18,30350,7792,38142,61,581,581,3312,60,53,509,5978,203.72334051132202,OK
mem0,220,dev_0278,8,8,0,16,25402,4828,30230,40,348,348,2285,38,35,310,3981,137.01604557037354,OK
mem0,221,dev_0279,7,7,0,14,23059,4821,27880,45,484,484,2349,32,29,327,3339,140.4440336227417,OK
mem0,222,dev_0280,8,8,0,16,25968,5850,31818,45,368,368,2475,45,45,368,4986,168.91183257102966,OK
mem0,223,dev_0281,10,10,0,20,32167,6695,38862,50,430,430,2915,49,45,406,5086,192.17585945129395,OK
mem0,224,dev_0282,5,5,0,10,15850,3179,19029,32,240,240,1504,32,32,240,3506,93.919677734375,OK
mem0,225,dev_0283,5,5,0,10,15908,3032,18940,30,233,233,1601,29,29,219,3186,89.17804002761841,OK
mem0,226,dev_0284,5,5,0,10,15839,2647,18486,21,230,230,1491,21,21,230,2366,77.85038089752197,OK
mem0,227,dev_0285,10,10,0,20,32687,7577,40264,58,510,510,3073,53,50,451,5622,216.62030935287476,OK
mem0,228,dev_0286,9,9,0,18,28937,6477,35414,47,429,429,2515,44,44,388,4866,185.92717242240906,OK
mem0,229,dev_0290,5,5,0,10,16152,2737,18889,25,218,218,1791,24,22,195,2475,81.33260369300842,OK
mem0,230,dev_0291,5,5,0,10,15600,2727,18327,26,190,190,1440,27,24,176,2650,81.1103904247284,OK
mem0,231,dev_0292,9,9,0,18,29866,6895,36761,52,490,490,3117,51,42,385,4789,199.50816583633423,OK
mem0,232,dev_0293,6,6,0,12,18953,4178,23131,31,271,271,1454,30,30,261,3302,121.22240233421326,OK
mem0,233,dev_0294,6,6,0,12,19087,3864,22951,30,282,282,1622,30,30,282,3336,112.32151651382446,OK
mem0,234,dev_0295,8,8,0,16,25831,5478,31309,40,391,391,2427,38,37,354,4157,158.77862167358398,OK
mem0,235,dev_0296,7,7,0,14,23079,5266,28345,40,387,387,2282,39,38,371,4277,151.5244598388672,OK
